label,url,brand,name,skin_type,spf,concern,concern2,concern3,key_ingredient,formulation,image
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-liquid-foundation---ivory-115--fit-me-blush--16-rosy-nude-with-brush/14651126/buy,Maybelline,Set of Liquid Foundation - Ivory 115 & Fit Me Blush- 16 Rosy Nude with Brush,All,Between 15-30,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-water-liquid-foundation---cream-pie-30ml/13358398/buy,Daily Life Forever52,Water Liquid Foundation - Cream Pie 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-matte-cover-spf20-pa-liquid-foundation---105-fair-linen/13701838/buy,LOreal,Paris InfCombinationible 24h Matte Cover SPF20 PA++ Liquid Foundation - 105 Fair Linen,All,Between 15-30,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5-primer-and-matte-perfect-cover-foundation---cool-cinnamon-c300-25-ml/10792540/buy,Lakme,9To5 Primer And Matte Perfect Cover Foundation - Cool Cinnamon C300 25 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-women-30-hd-liquid-foundation-30-ml/8118247/buy,PAC,Women 3.0 HD Liquid Foundation 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-air-stick-foundation---light-neutral-03/14411436/buy,Benefit Cosmetics,Hello Happy Air Stick Foundation - Light Neutral 03,All,Between 15-30,Dark Spots,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-foundation-05/55237/buy,Lakme,Invisible Finish Foundation 05,All,Below 15,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/chambor/chambor-enriched-revitalizing-make-up-foundation---vanilla-300-30ml/8882607/buy,Chambor,Enriched Revitalizing Make Up Foundation - Vanilla 300 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation---fudge/11632380/buy,Daily Life Forever52,Ultra Definition Liquid Foundation - Fudge,All,,Pore Minimizing and Blurring,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-3d-cover-spf-30-foundation--cool-walnut-c380/11351674/buy,Lakme,Absolute 3D Cover SPF 30 Foundation- Cool Walnut C380,All,Between 15-30,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beige-24hrs-weightless-liquid-foundation-fw-33-25-ml/13353030/buy,Colorbar,Women Beige 24Hrs Weightless Liquid Foundation-FW 3.3 25 ml,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-medium-beige-golden-peach-undertone-24hr-foundation-37-freddo-25ml/14534452/buy,SUGAR,Rage For Coverage Medium Beige Golden Peach Undertone 24Hr Foundation 37 Freddo 25ml,All,,Pore Minimizing and Blurring,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-new-york-fit-me-matte--poreless-liquid-foundation--colossal-pen-liner/15060320/buy,Maybelline,Set of New York Fit Me Matte + Poreless Liquid Foundation & Colossal Pen Liner,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-foundation-220-natural-beige--fit-me-blush--nude-peach-with-brush/14651134/buy,Maybelline,Set of Foundation 220 Natural Beige & Fit Me Blush- Nude Peach with Brush,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/-swiss-beauty-shiny-pearl-water-drop-blemish-balm-bb-foundation---03/15580458/buy,SWISS BEAUTY,Shiny Pearl Water Drop Blemish Balm BB Foundation - 03,All,Below 15,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-with-spf-10---3n1-ivory-beige/15183498/buy,Estee Lauder,Double Wear Stay-in-Place Makeup with SPF 10 - 3N1 Ivory Beige,All,Below 15,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-beige-03----30ml/14254348/buy,FACES CANADA,Ultime Pro Hd Runway Ready Foundation Beige 03 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infaillible-24h-fresh-wear-foundation---sand-220-30-ml/8987507/buy,LOreal,Paris Infaillible 24H Fresh Wear Foundation - Sand 220 30 ml,All,Between 15-30,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-foundation-with-spf-10---cashew-30ml/9590855/buy,Estee Lauder,Double Wear Stay-In-Place Foundation with SPF 10 - Cashew 30ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f125--23ml/8434355/buy,Makeup Revolution London,Conceal & Define Full Coverage Foundation - F12.5 23ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-foundation-with-spf-10---ivory-nude-30ml/9589031/buy,Estee Lauder,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-matte-cover-foundation---108-caramel-beige/11527730/buy,LOreal,Paris InfCombinationible 24H Matte Cover Foundation - 108 Caramel Beige,All,Between 15-30,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-47-hd-liquid-foundation-30-ml/8118377/buy,PAC,4.7 HD Liquid Foundation 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---golden-amber-d7w7-30ml/1546329/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Golden Amber D7W7 30ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-foundation---f85-23ml/8434329/buy,Makeup Revolution London,Conceal & Define Foundation - F8.5 23ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-ivory-studio-foundation-pen-stick-30-g/9788759/buy,PAC,Ivory Studio Foundation Pen Stick 30 g,All,,,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs36/15323218/buy,Miss Claire,Professional Stick Foundation - FS36,All,,Acne or Blemishes,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-high-coverage-waterproof-base-foundation---rose-blush-02/15580242/buy,SWISS BEAUTY,High Coverage Waterproof Base Foundation - Rose Blush 02,All,,Pore Minimizing and Blurring,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---warm-natural-13ml/13153468/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Warm Natural 13ml,All,Between 15-30,Oil Control,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-beige-ultra-definition-liquid-foundation--peanut-butter-30-ml/11632378/buy,Daily Life Forever52,Beige Ultra Definition Liquid Foundation- Peanut Butter 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-everyday-foundation-natural-fr-05-30ml/14145808/buy,,,All,,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/revlon/revlon-colorstay-make-up-normal-to-dry-spf-20---nude/12444908/buy,Revlon,Colorstay Make Up Normal To Dry SPF 20 - Nude,All,Between 15-30,Brightening,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-skin-perfect-foundation-with-spf-60---sassy-glow-012-30ml/9449623/buy,Colorbar,Skin Perfect Foundation with SPF 60 - Sassy Glow 012 30ml,All,Above 30,Dullness,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---360c/15693922/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 360C,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/revlon/revlon-colorstay-make-up-combination-oily-spf-15---natural-tan/336433/buy,Revlon,Colorstay Make Up Combination Oily SPF 15 - Natural Tan,All,Between 15-30,Brightening,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/milani/milani-conceal-perfect-2-in-1-foundation--concealer---natural-02/14686828/buy,MILANI,Conceal Perfect 2-in-1 Foundation & Concealer - Natural 02,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---golden-sand-d5w5-30-ml/1546333/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Golden Sand D5W5 30 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-fast-base-stick-foundation-f9/4426703/buy,Makeup Revolution London,Fast Base Stick Foundation F9,All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/essence/essence-soft-nude-stay-Combination-day-16h-make-up-foundation-20/7171550/buy,essence,Soft Nude Stay Combination Day 16h Make-Up Foundation 20,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---250c/15693888/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 250C,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/mars/mars-chamomilemushroom-foundation-with-applicator---02/15792106/buy,MARS,Chamomile Mushroom Foundation with Applicator - 02,All,,Brightening,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/milani/milani-conceal-perfect-2-in-1-foundation--concealer---warm-beige-05/14686756/buy,MILANI,Conceal Perfect 2-in-1 Foundation & Concealer - Warm Beige 05,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---honey/13153472/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Honey,All,Between 15-30,Oil Control,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/essence/essence-soft-touch-mousse-make-up---04/13049378/buy,essence,Soft Touch Mousse Make-Up - 04,All,,,,,,Mousse,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matte--poreless-liquid-foundation---spicy-brown-338-30ml/10251853/buy,Maybelline,New York Fit Me Matte + Poreless Liquid Foundation - Spicy Brown 338 30ml,All,Between 15-30,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---230n/15693910/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 230N,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-sun-defense-cc-cream-luxe-spf-50-natural-02-30ml/14254350/buy,FACES CANADA,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30ml,All,Above 30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/milani/milani-conceal-perfect-2-in-1-foundation--concealer---creamy-vanilla-01/14686736/buy,MILANI,Conceal Perfect 2-in-1 Foundation & Concealer - Creamy Vanilla 01,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation--pecan-30-ml/11632384/buy,Daily Life Forever52,Ultra Definition Liquid Foundation- Pecan 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-matte-cover-foundation---104-golden-beige-/11527726/buy,LOreal,Paris InfCombinationible 24H Matte Cover Foundation - 104 Golden Beige,All,Between 15-30,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-foundation-beige-03-18ml/11488656/buy,FACES CANADA,Weightless Matte Finish Foundation Beige 03 18ml,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---400n/15693918/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 400N,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beige-24hrs-weightless-liquid-foundation-fw-21-25-ml/13353048/buy,Colorbar,Women Beige 24Hrs Weightless Liquid Foundation-FW 2.1 25 ml,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/milani/milani-conceal-perfect-2-in-1-foundation--concealer---light-tan-08/14686316/buy,MILANI,Conceal Perfect 2-in-1 Foundation & Concealer - Light Tan 08,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-festive-treats-kit/15932342/buy,Estee Lauder,Festive Treats Kit,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---warm-caramel-30ml/15753888/buy,Iba,Must Have Waterproof Liquid Foundation - Warm Caramel 30ml,All,,,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-2-perfecting-liquid-foundations/15059824/buy,Lakme,Set of 2 Perfecting Liquid Foundations,All,,Dark Spots,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-mini-double-wear-stay-in-place-makeup-foundation-with-spf-10---cashew-3w2/10363603/buy,Estee Lauder,Mini Double Wear Stay-In-Place Makeup Foundation with SPF 10 - Cashew 3W2,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/the-body-shop/the-body-shop-fresh-nude-sustainable-foundation---atlas-dunes-045-30-ml/6695364/buy,THE BODY SHOP,The Body Shop Fresh Nude Sustainable Foundation - Atlas Dunes 045 30 ml,All,,Dullness,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-makeup-fixer/2421530/buy,FACES CANADA,Ultime Pro Makeup Fixer,All,,,,,Hyaluronic Acid,Cream,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---365c/15693878/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 365C,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-prime-perfect-foundation-natural---02-30-ml/1452975/buy,FACES CANADA,Prime Perfect Foundation Natural - 02 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-matte-cover-liquid-foundation-255-natural-sand/13701828/buy,LOreal,Paris InfCombinationible 24H Matte Cover Liquid Foundation-255 Natural Sand,All,Between 15-30,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-fluid-powder-spf-20-foundation---n052-natural/12011086/buy,Bobbi Brown,Skin Long-Wear Fluid Powder SPF 20 Foundation - N052 Natural,All,Between 15-30,Pore Minimizing and Blurring,,,Antioxidants,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---270c/15693940/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 270C,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---ivory-c-024075-30ml/9682873/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Ivory (C-024/0.75) 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-fluid-spf-20-foundation---cool-natural-40-ml/12011100/buy,Bobbi Brown,Skin Long Wear Fluid SPF 20 Foundation - Cool Natural 40 ml,All,Between 15-30,Pore Minimizing and Blurring,,,Antioxidants,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-spf-10-foundation---bone-30-ml/1895382/buy,Estee Lauder,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-moist-long-stay-concealer-foundation-20ml/15848190/buy,Sivanna Colors,Moist Long Stay Concealer Foundation 20ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-with-spf-10---alasbater-0n1-30ml/9589803/buy,Estee Lauder,Double Wear Stay-In-Place Makeup with SPF 10 - Alasbater 0N1 30ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-perfecting--liquid-foundation--radiance-complexion-compact/15059818/buy,Lakme,Set of Perfecting Liquid Foundation & Radiance Complexion Compact,All,,Dark Spots,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-beige-03-18ml/13263540/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Beige 03 18ml,All,,Fine Lines and Wrinkles,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-fr-03-vanilla-everyday-foundation-30ml/14145778/buy,Miss Claire,FR-03 Vanilla Everyday Foundation 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/caramel-ice-aqua-feel-pro-foundation/7942195/buy,Colorbar,Caramel Ice Aqua Feel Pro Foundation,Normal,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-matte-mousse-foundation--ivory-01-30gm/8875605/buy,FACES CANADA,Ultime Pro Matte Mousse Foundation Ivory 01 30gm,Normal,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation-brownie-30-ml/11622036/buy,Daily Life Forever52,Ultra Definition Liquid Foundation-Brownie 30 ml,All,,,,,,Liquid,
